-2.,1.
-1.99,1.
-1.98,1.
-1.97,1.
-1.96,1.
-1.95,1.
-1.94,1.
-1.93,1.
-1.92,1.
-1.91,1.
-1.9,1.
-1.89,1.
-1.88,1.
-1.87,1.
-1.8599999999999999,1.
-1.85,1.
-1.84,1.
-1.83,1.
-1.82,1.
-1.81,1.
-1.8,1.
-1.79,1.
-1.78,1.
-1.77,1.
-1.76,1.
-1.75,1.
-1.74,1.
-1.73,1.
-1.72,1.
-1.71,1.
-1.7,1.
-1.69,1.
-1.68,1.
-1.67,1.
-1.66,1.
-1.65,1.
-1.6400000000000001,1.
-1.63,1.
-1.62,1.
-1.6099999999999999,1.
-1.6,1.
-1.5899999999999999,1.
-1.58,1.
-1.57,1.
-1.56,1.
-1.55,1.
-1.54,1.
-1.53,1.
-1.52,1.
-1.51,1.
-1.5,1.
-1.49,1.
-1.48,1.
-1.47,1.
-1.46,1.
-1.45,1.
-1.44,1.
-1.43,1.
-1.42,1.
-1.4100000000000001,1.
-1.4,1.
-1.3900000000000001,1.
-1.38,1.
-1.37,1.
-1.3599999999999999,1.
-1.35,1.
-1.3399999999999999,1.
-1.33,1.
-1.3199999999999998,1.
-1.31,1.
-1.2999999999999998,1.
-1.29,1.
-1.28,1.
-1.27,1.
-1.26,1.
-1.25,1.
-1.24,1.
-1.23,1.
-1.22,1.
-1.21,1.
-1.2,1.
-1.19,1.
-1.18,1.
-1.17,1.
-1.1600000000000001,1.
-1.15,1.
-1.1400000000000001,1.
-1.13,1.
-1.12,1.
-1.1099999999999999,1.
-1.1,1.
-1.0899999999999999,1.
-1.08,1.
-1.0699999999999998,1.
-1.06,1.
-1.0499999999999998,1.
-1.04,1.
-1.03,1.
-1.02,1.
-1.01,1.
-1.,1.
-0.99,1.
-0.98,1.
-0.97,1.
-0.96,1.
-0.95,1.
-0.94,1.
-0.9299999999999999,1.
-0.9199999999999999,1.
-0.9099999999999999,1.
-0.8999999999999999,1.
-0.8899999999999999,1.
-0.8799999999999999,1.
-0.8699999999999999,1.
-0.8599999999999999,1.
-0.8499999999999999,1.
-0.8400000000000001,1.
-0.8300000000000001,1.
-0.8200000000000001,1.
-0.81,1.
-0.8,1.
-0.79,1.
-0.78,1.
-0.77,1.
-0.76,1.
-0.75,1.
-0.74,1.
-0.73,1.
-0.72,1.
-0.71,1.
-0.7,1.
-0.69,1.
-0.6799999999999999,1.
-0.6699999999999999,1.
-0.6599999999999999,1.
-0.6499999999999999,1.
-0.6399999999999999,1.
-0.6299999999999999,1.
-0.6199999999999999,1.
-0.6099999999999999,1.
-0.5999999999999999,1.
-0.5900000000000001,1.
-0.5800000000000001,1.
-0.5700000000000001,1.
-0.56,1.
-0.55,1.
-0.54,1.
-0.53,1.
-0.52,1.
-0.51,1.
-0.5,1.
-0.49,1.
-0.48,1.
-0.47,1.
-0.45999999999999996,1.
-0.44999999999999996,1.
-0.43999999999999995,1.
-0.42999999999999994,1.
-0.41999999999999993,1.
-0.4099999999999999,1.
-0.3999999999999999,1.
-0.3899999999999999,1.
-0.3799999999999999,1.
-0.3699999999999999,1.
-0.3599999999999999,1.
-0.34999999999999987,1.
-0.33999999999999986,1.
-0.33000000000000007,1.
-0.32000000000000006,1.
-0.31000000000000005,1.
-0.30000000000000004,1.
-0.29000000000000004,1.
-0.28,1.
-0.27,1.
-0.26,1.
-0.25,1.
-0.24,1.
-0.22999999999999998,1.
-0.21999999999999997,1.
-0.20999999999999996,1.
-0.19999999999999996,1.
-0.18999999999999995,1.
-0.17999999999999994,1.
-0.16999999999999993,1.
-0.15999999999999992,1.
-0.1499999999999999,1.
-0.1399999999999999,1.
-0.1299999999999999,1.
-0.11999999999999988,1.
-0.10999999999999988,1.
-0.09999999999999987,1.
-0.08999999999999986,1.
