-3., -3., 0.
-3., -2.9, 0.
-3., -2.8, 0.
-3., -2.7, 0.
-3., -2.6, 0.
-3., -2.5, 0.
-3., -2.4, 0.
-3., -2.3, 0.
-3., -2.2, 0.
-3., -2.1, 0.
-3., -2., 0.
-3., -1.9, 0.
-3., -1.7999999999999998, 0.
-3., -1.7, 0.
-3., -1.5999999999999999, 0.
-3., -1.5, 0.
-3., -1.4, 0.
-3., -1.2999999999999998, 0.
-3., -1.2, 0.
-3., -1.0999999999999999, 0.
-3., -1., 0.
-3., -0.8999999999999999, 0.
-3., -0.7999999999999998, 0.
-3., -0.6999999999999997, 0.
-3., -0.5999999999999996, 0.
-3., -0.5, 0.
-3., -0.3999999999999999, 0.
-3., -0.2999999999999998, 0.
-3., -0.19999999999999973, 0.
-3., -0.09999999999999964, 0.
-3., 0., 0.
-3., 0.10000000000000009, 0.
-3., 0.20000000000000018, 0.
-3., 0.30000000000000027, 0.
-3., 0.40000000000000036, 0.
-3., 0.5, 0.
-3., 0.6000000000000001, 0.
-3., 0.7000000000000002, 0.
-3., 0.8000000000000003, 0.
-3., 0.9000000000000004, 0.
-3., 1., 0.
-3., 1.1000000000000005, 0.
-3., 1.2000000000000002, 0.
-3., 1.2999999999999998, 0.
-3., 1.4000000000000004, 0.
-3., 1.5, 0.
-3., 1.6000000000000005, 0.
-3., 1.7000000000000002, 0.
-3., 1.8000000000000007, 0.
-3., 1.9000000000000004, 0.
-3., 2., 0.
-3., 2.1000000000000005, 0.
-3., 2.2, 0.
-3., 2.3000000000000007, 0.
-3., 2.4000000000000004, 0.
-3., 2.5, 0.
-3., 2.6000000000000005, 0.
-3., 2.7, 0.
-3., 2.8000000000000007, 0.
-3., 2.9000000000000004, 0.
-3., 3., 0.

-2.9, -3., 0.
-2.9, -2.9, 0.
-2.9, -2.8, 0.
-2.9, -2.7, 0.
-2.9, -2.6, 0.
-2.9, -2.5, 0.
-2.9, -2.4, 0.
-2.9, -2.3, 0.
-2.9, -2.2, 0.
-2.9, -2.1, 0.
-2.9, -2., 0.
-2.9, -1.9, 0.
-2.9, -1.7999999999999998, 0.
-2.9, -1.7, 0.
-2.9, -1.5999999999999999, 0.
-2.9, -1.5, 0.
-2.9, -1.4, 0.
-2.9, -1.2999999999999998, 0.
-2.9, -1.2, 0.
-2.9, -1.0999999999999999, 0.
-2.9, -1., 0.
-2.9, -0.8999999999999999, 0.
-2.9, -0.7999999999999998, 0.
-2.9, -0.6999999999999997, 0.
-2.9, -0.5999999999999996, 0.
-2.9, -0.5, 0.
-2.9, -0.3999999999999999, 0.
-2.9, -0.2999999999999998, 0.
-2.9, -0.19999999999999973, 0.
-2.9, -0.09999999999999964, 0.
-2.9, 0., 0.
-2.9, 0.10000000000000009, 0.
-2.9, 0.20000000000000018, 0.
-2.9, 0.30000000000000027, 0.
-2.9, 0.40000000000000036, 0.
-2.9, 0.5, 0.
-2.9, 0.6000000000000001, 0.
-2.9, 0.7000000000000002, 0.
-2.9, 0.8000000000000003, 0.
-2.9, 0.9000000000000004, 0.
-2.9, 1., 0.
-2.9, 1.1000000000000005, 0.
-2.9, 1.2000000000000002, 0.
-2.9, 1.2999999999999998, 0.
-2.9, 1.4000000000000004, 0.
-2.9, 1.5, 0.
-2.9, 1.6000000000000005, 0.
-2.9, 1.7000000000000002, 0.
-2.9, 1.8000000000000007, 0.
-2.9, 1.9000000000000004, 0.
-2.9, 2., 0.
-2.9, 2.1000000000000005, 0.
-2.9, 2.2, 0.
-2.9, 2.3000000000000007, 0.
-2.9, 2.4000000000000004, 0.
