-3.	0.
-2.99	0.
-2.98	0.
-2.97	0.
-2.96	0.
-2.95	0.
-2.94	0.
-2.93	0.
-2.92	0.
-2.91	0.
-2.9	0.
-2.89	0.
-2.88	0.
-2.87	0.
-2.86	0.
-2.85	0.
-2.84	0.
-2.83	0.
-2.82	0.
-2.81	0.
-2.8	0.
-2.79	0.
-2.78	0.
-2.77	0.
-2.76	0.
-2.75	0.
-2.74	0.
-2.73	0.
-2.7199999999999998	0.
-2.71	0.
-2.7	0.
-2.69	0.
-2.68	0.
-2.67	0.
-2.66	0.
-2.65	0.
-2.64	0.
-2.63	0.
-2.62	0.
-2.61	0.
-2.6	0.
-2.59	0.
-2.58	0.
-2.57	0.
-2.56	0.
-2.55	0.
-2.54	0.
-2.53	0.
-2.52	0.
-2.51	0.
-2.5	0.
-2.49	0.
-2.48	0.
-2.4699999999999998	0.
-2.46	0.
-2.45	0.
-2.44	0.
-2.4299999999999997	0.
-2.42	0.
-2.41	0.
-2.4	0.
-2.39	0.
-2.38	0.
-2.37	0.
-2.36	0.
-2.35	0.
-2.34	0.
-2.33	0.
-2.32	0.
-2.31	0.
-2.3	0.
-2.29	0.
-2.2800000000000002	0.
-2.27	0.
-2.26	0.
-2.25	0.
-2.24	0.
-2.23	0.
-2.2199999999999998	0.
-2.21	0.
-2.2	0.0001
-2.19	0.0002
-2.1799999999999997	0.0005
-2.17	0.001
-2.16	0.0017
-2.15	0.003
-2.14	0.0051
-2.13	0.0083
-2.12	0.0131
-2.11	0.0201
-2.1	0.0301
-2.09	0.0441
-2.08	0.0632
-2.07	0.0886
-2.06	0.1217
-2.05	0.1635
-2.04	0.2147
-2.0300000000000002	0.2755
-2.02	0.3448
-2.01	0.4206
-2.	0.5
-1.99	0.5794
-1.98	0.6552
-1.97	0.7245
-1.96	0.7853
-1.95	0.8365
-1.94	0.8783
-1.93	0.9114
-1.92	0.9368
-1.91	0.9559
-1.9	0.9699
-1.89	0.9799
-1.88	0.9869
-1.8699999999999999	0.9917
-1.8599999999999999	0.9949
-1.8499999999999999	0.997
-1.84	0.9983
-1.83	0.999
-1.82	0.9995
-1.81	0.9998
-1.8	0.9999
-1.79	1.
-1.78	1.
-1.77	1.
-1.76	1.
-1.75	1.
-1.74	1.
-1.73	1.
-1.72	1.
-1.71	1.
-1.7	1.
-1.69	1.
-1.68	1.
-1.67	1.
-1.66	1.
-1.65	1.
-1.64	1.
-1.63	1.
-1.6199999999999999	1.
-1.6099999999999999	1.
-1.5999999999999999	1.
-1.59	1.
-1.58	1.
-1.57	1.
-1.56	1.
-1.55	1.
-1.54	1.
-1.53	1.
-1.52	1.
-1.51	1.
-1.5	1.
-1.49	1.
-1.48	1.
-1.47	1.
-1.46	1.
-1.45	1.
-1.44	1.
-1.43	1.
-1.42	1.
-1.41	1.
-1.4	1.
-1.39	1.
-1.38	1.
-1.3699999999999999	1.
-1.3599999999999999	1.
-1.3499999999999999	1.
-1.3399999999999999	1.
-1.33	1.
-1.32	1.
-1.31	1.
-1.3	1.
-1.29	1.
-1.28	1.
-1.27	1.
-1.26	1.
-1.25	1.
-1.24	1.
-1.23	1.
-1.22	1.
-1.21	1.
-1.2	1.
-1.19	1.
-1.18	1.
-1.17	1.
-1.16	1.
-1.15	1.
-1.14	1.
-1.13	1.
-1.1199999999999999	1.
-1.1099999999999999	1.
-1.0999999999999999	1.
-1.0899999999999999	1.
-1.08	1.
-1.07	1.
-1.06	1.
-1.05	1.
-1.04	1.
-1.03	1.
-1.02	1.
-1.01	1.
-1.	1.
-0.9899999999999998	1.
-0.98	1.
-0.9699999999999998	1.
-0.96	1.
-0.9500000000000002	1.
-0.94	1.
-0.9300000000000002	1.
-0.9199999999999999	1.
-0.9100000000000001	1.
-0.8999999999999999	1.
-0.8900000000000001	1.
-0.8799999999999999	1.
-0.8700000000000001	1.
-0.8599999999999999	1.
-0.8500000000000001	1.
-0.8399999999999999	1.
-0.8300000000000001	1.
-0.8199999999999998	1.
-0.81	1.
-0.7999999999999998	1.
-0.79	1.
-0.7799999999999998	1.
-0.77	1.
-0.7599999999999998	1.
-0.75	1.
-0.7399999999999998	1.
-0.73	1.
